id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
https://archief.amsterdam/indexen/deeds/9d6d21e3-a771-666d-e053-b784100a1840,"2062,49",A30772000026,"3524,2750",A30772000026
,"153,126",KLAD01971000040,"1755,2799",KLAD01971000040
,"360,192",A16039000056,"1814,1406",A16039000057
,"298,153",KLAD01877000037,"3651,2657",KLAD01877000037
,"2965,304",KLAD01899000020,"5173,3868",KLAD01899000020
,"2222,167",KLAD03522000047,"1818,2726",KLAD03522000048
,"2157,167",KLAD01840000172,"1918,2275",KLAD01840000173
https://archief.amsterdam/indexen/deeds/9d6d21e3-fa70-666d-e053-b784100a1840,"236,167",A23648000052,"2178,3245",A23648000052
,"3040,134",A26673000097,"4939,3767",A26673000097
,"1975,183",KLAD01958000055,"3604,2696",KLAD01958000055
https://archief.amsterdam/indexen/deeds/d0092ad0-510b-1a7b-e053-b784100aab8a,"864,411",NOTG00054000295,"3128,3501",NOTG00054000295
https://archief.amsterdam/indexen/deeds/9d6d21e2-25f4-666d-e053-b784100a1840,"2242,119",A23656000122,"3988,2975",A23656000122
,"316,110",KLAD01877000022,"3567,1457",KLAD01877000022
https://archief.amsterdam/indexen/deeds/9d6d21e3-e636-666d-e053-b784100a1840,"2941,106",KLAB05528000026,"4848,3669",KLAB05528000026
,"2733,114",A30998000043,"2389,1853",A30998000044
https://archief.amsterdam/indexen/deeds/9d6d21e2-9795-666d-e053-b784100a1840,"2430,205",A23646000209,"4132,3092",A23646000209
https://archief.amsterdam/indexen/deeds/9d6d21e1-40e6-666d-e053-b784100a1840,"178,197",A23650000234,"2210,3179",A23650000234
,"557,166",KLAB05564000149,"4907,2000",KLAB05564000149
https://archief.amsterdam/indexen/deeds/e557c10f-0e72-7dcb-e053-b784100a971b,"3070,149",KLAB04781000233,"2453,3821",KLAB04781000234
,"252,1257",KLAB05564000008,"2296,3459",KLAB05564000008
,"3087,174",KLAC01212000231,"5159,3728",KLAC01212000231
,"2806,155",NOTC00998000007,"5000,3960",NOTC00998000007
https://archief.amsterdam/indexen/deeds/9d6d21e1-ff31-666d-e053-b784100a1840,"326,1544",A30746000046,"3836,1198",A30746000046
,"449,186",A20429000024,"2705,3950",A20429000024
,"1963,144",KLAD02194000008,"3550,2555",KLAD02194000008
https://archief.amsterdam/indexen/deeds/9d6d21e2-fb70-666d-e053-b784100a1840,"2757,153",A23645000327,"4557,3352",A23645000327
https://archief.amsterdam/indexen/deeds/9d6d21e0-ce95-666d-e053-b784100a1840,"446,152",A23656000097,"2071,2653",A23656000097
https://archief.amsterdam/indexen/deeds/9d6d21e0-6a7c-666d-e053-b784100a1840,"2567,119",A23654000119,"4110,3087",A23654000119
,"2003,145",KLAD02194000010,"3584,2704",KLAD02194000010
https://archief.amsterdam/indexen/deeds/d0092ad0-512c-1a7b-e053-b784100aab8a,"690,327",NOTG00054000380,"2913,3758",NOTG00054000380
,"603,223",KLAD01887000263,"2685,3536",KLAD01887000263
,"745,251",KLAD01899000099,"2914,3910",KLAD01899000099
,"2897,125",KLAB05564000152,"4932,3281",KLAB05564000152
,"410,180",A33642000028,"4879,2004",A33642000028
,"2873,1552",KLAC01212000094,"2585,3357",KLAC01212000095
https://archief.amsterdam/indexen/deeds/9d6d21df-e9e0-666d-e053-b784100a1840,"2429,142",A23658000211,"4136,2735",A23658000211
,"150,43",A31203000041,"2420,3377",A31203000041
,"2998,280",A20014000067,"2618,1570",A20014000068
https://archief.amsterdam/indexen/deeds/9d6d21df-f7a5-666d-e053-b784100a1840,"3138,201",A30768000034,"2622,3947",A30768000035
https://archief.amsterdam/indexen/deeds/9d6d21e3-7bcc-666d-e053-b784100a1840,"2515,98",A23647000165,"4372,3267",A23647000165
,"686,1153",A26720000134,"5039,1510",A26720000134
https://archief.amsterdam/indexen/deeds/9d6d21e1-b376-666d-e053-b784100a1840,"2392,169",A23646000228,"4131,3071",A23646000228
,"626,106",KLAD03196000043,"4507,2140",KLAD03196000043
,"519,135",KLAB03099000069,"5162,1208",KLAB03099000069
https://archief.amsterdam/indexen/deeds/e557c10e-a215-7dcb-e053-b784100a971b,"3015,208",KLAB04781000115,"4946,3532",KLAB04781000115
https://archief.amsterdam/indexen/deeds/9d6d21e2-97d9-666d-e053-b784100a1840,"2232,152",A23656000124,"3884,2743",A23656000124
https://archief.amsterdam/indexen/deeds/9d6d21e0-03e8-666d-e053-b784100a1840,"396,89",A30746000102,"2051,2905",A30746000102
,"423,118",A30981000133,"2348,3750",A30981000133
,"384,97",A20373000043,"3418,797",A20373000044
https://archief.amsterdam/indexen/deeds/9d6d21e0-cedc-666d-e053-b784100a1840,"317,179",A23653000163,"2102,2747",A23653000163
,"2157,126",KLAD01927000029,"1717,2594",KLAD01927000030
https://archief.amsterdam/indexen/deeds/9d6d21e1-31b6-666d-e053-b784100a1840,"183,126",A23649000045,"2116,3095",A23649000045
,"638,177",KLAB04820000033,"7118,1654",KLAB04820000033
https://archief.amsterdam/indexen/deeds/9d6d21e3-a77b-666d-e053-b784100a1840,"3168,228",A30768000073,"2461,2909",A30768000074
,"760,199",KLAD01887000203,"2600,3777",KLAD01887000203
https://archief.amsterdam/indexen/deeds/9d6d21e3-8a93-666d-e053-b784100a1840,"234,64",A30772000051,"1706,2632",A30772000051
https://archief.amsterdam/indexen/deeds/9d6d21e3-fa90-666d-e053-b784100a1840,"505,258",A23659000084,"2297,3202",A23659000084
https://archief.amsterdam/indexen/deeds/d0092ad0-5170-1a7b-e053-b784100aab8a,"657,2595",NOTG00054000046,"2835,4059",NOTG00054000046
https://archief.amsterdam/indexen/deeds/9d6d21e0-5c69-666d-e053-b784100a1840,"2379,134",A23646000048,"4047,3071",A23646000048
,"2114,108",KLAD02222000006,"3439,2026",KLAD02222000006
https://archief.amsterdam/indexen/deeds/9d6d21e0-5c6a-666d-e053-b784100a1840,"2218,136",A23658000034,"4092,2596",A23658000034
https://archief.amsterdam/indexen/deeds/e557c10f-0c4f-7dcb-e053-b784100a971b,"3057,197",KLAC01164000183,"2835,2480",KLAC01164000184
https://archief.amsterdam/indexen/deeds/9d6d21e3-0a4a-666d-e053-b784100a1840,"2414,152",A23658000110,"4107,2703",A23658000110
https://archief.amsterdam/indexen/deeds/9d6d21e0-dd2d-666d-e053-b784100a1840,"318,102",A30708000047,"3580,2050",A30708000047
https://archief.amsterdam/indexen/deeds/9d6d21e3-7bcd-666d-e053-b784100a1840,"261,225",A23655000022,"2149,2959",A23655000022
,"2774,154",KLAD01885000096,"2551,2999",KLAD01885000097
,"2746,143",KLAD01885000172,"4942,3571",KLAD01885000172
,"382,146",A32396000066,"2339,3343",A32396000066
,"610,151",KLAD01893000104,"2648,3788",KLAD01893000104
,"454,132",KLAB03099000040,"2600,3784",KLAB03099000041
https://archief.amsterdam/indexen/deeds/9d6d21e0-5c6c-666d-e053-b784100a1840,"185,149",A23648000038,"2176,3249",A23648000038
,"2752,155",KLAD01887000032,"4749,3195",KLAD01887000032
,"2847,155",A33864000117,"5023,3718",A33864000117
,"396,124",A30998000032,"4792,3782",A30998000032
,"2204,104",KLAD02349000069,"3590,1944",KLAD02349000070
,"2826,110",A33864000078,"2355,3724",A33864000079
,"2813,163",KLAB05564000168,"4997,3235",KLAB05564000168
,"2656,189",A26669000041,"2158,1632",A26669000042
https://archief.amsterdam/indexen/deeds/9d6d21e1-c28a-666d-e053-b784100a1840,"140,24",A20362000105,"1745,2662",A20362000105
https://archief.amsterdam/indexen/deeds/9d6d21e1-4174-666d-e053-b784100a1840,"575,147",A23658000169,"2253,3030",A23658000169
,"2583,117",A32406000018,"4301,1601",A32406000018
https://archief.amsterdam/indexen/deeds/e557c10e-a402-7dcb-e053-b784100a971b,"638,233",KLAC01164000115,"2720,3749",KLAC01164000115
https://archief.amsterdam/indexen/deeds/9d6d21e1-b3c3-666d-e053-b784100a1840,"2363,159",A23646000142,"4214,3050",A23646000142
https://archief.amsterdam/indexen/deeds/9d6d21e0-6b51-666d-e053-b784100a1840,"2973,1462",A30761000063,"2483,2174",A30761000064
https://archief.amsterdam/indexen/deeds/9d6d21e3-fab2-666d-e053-b784100a1840,"362,129",A23660000027,"2137,2462",A23660000027
https://archief.amsterdam/indexen/deeds/9d6d21e3-0a83-666d-e053-b784100a1840,"301,161",A23648000064,"2138,3258",A23648000064
https://archief.amsterdam/indexen/deeds/9d6d21e3-8b10-666d-e053-b784100a1840,"3283,77",A30768000159,"5284,3983",A30768000159
,"1767,137",A16608000018,"3205,2492",A16608000018
,"334,93",KLAD02331000034,"3531,2572",KLAD02331000034
,"399,111",KLAD01983000024,"2423,1817",KLAD01983000025
,"440,134",A32396000086,"2263,3300",A32396000086
,"487,197",KLAD01978000055,"2471,3785",KLAD01978000055
https://archief.amsterdam/indexen/deeds/9d6d21e2-3523-666d-e053-b784100a1840,"3311,137",A30768000111,"5204,3853",A30768000111
,"462,1945",A32396000109,"2268,1116",A32396000110
,"469,1661",KLAD01840000211,"3633,2567",KLAD01840000211
,"2792,146",KLAD01978000009,"2254,3716",KLAD01978000010
https://archief.amsterdam/indexen/deeds/9d6d21e2-2674-666d-e053-b784100a1840,"2420,147",A23658000183,"4231,2699",A23658000183
,"490,156",A33642000071,"2383,3253",A33642000071
https://archief.amsterdam/indexen/deeds/9d6d21e0-5cac-666d-e053-b784100a1840,"549,193",A23659000055,"2166,2630",A23659000055
,"483,210",KLAB05564000110,"4820,3503",KLAB05564000110
https://archief.amsterdam/indexen/deeds/9d6d21e0-5cad-666d-e053-b784100a1840,"2203,118",A23661000005,"3975,2752",A23661000005
,"2801,124",A30998000018,"4864,3771",A30998000018
,"637,185",A26673000112,"4903,3766",A26673000112
,"2731,113",A33852000028,"2439,3744",A33852000029
https://archief.amsterdam/indexen/deeds/9d6d21e1-3235-666d-e053-b784100a1840,"2331,109",A23649000036,"4106,3112",A23649000036
,"503,152",KLAB05520000158,"2579,3813",KLAB05520000158
https://archief.amsterdam/indexen/deeds/9d6d21e0-c0c5-666d-e053-b784100a1840,"2513,160",A23645000171,"4454,3326",A23645000171
https://archief.amsterdam/indexen/deeds/9d6d21e1-4177-666d-e053-b784100a1840,"2646,230",A23652000136,"4436,2663",A23652000136
https://archief.amsterdam/indexen/deeds/d0092ad0-51ec-1a7b-e053-b784100aab8a,"209,2166",A23644000302,"2364,3808",A23644000302
,"605,204",KLAD01885000241,"4927,1362",KLAD01885000241
,"203,194",A32698000008,"2275,3607",A32698000008
https://archief.amsterdam/indexen/deeds/9d6d21df-ea69-666d-e053-b784100a1840,"2363,109",A23650000161,"4292,3192",A23650000161
,"1925,137",A16581000022,"3472,1946",A16581000022
https://archief.amsterdam/indexen/deeds/9d6d21e0-5cae-666d-e053-b784100a1840,"2438,207",A23646000093,"4430,3053",A23646000093
https://archief.amsterdam/indexen/deeds/d0092ad0-5207-1a7b-e053-b784100aab8a,"567,356",NOTG00054000036,"2748,2357",NOTG00054000036
https://archief.amsterdam/indexen/deeds/d0092ad0-5209-1a7b-e053-b784100aab8a,"3030,331",NOTG00054000385,"5258,3374",NOTG00054000385
,"2035,171",KLAD01877000112,"3563,2539",KLAD01877000112
https://archief.amsterdam/indexen/deeds/9d6d21e1-41b9-666d-e053-b784100a1840,"271,149",A23653000165,"2105,2857",A23653000165
,"3115,227",KLAD01899000270,"5161,3767",KLAD01899000270
,"214,125",A33852000032,"4976,3745",A33852000032
https://archief.amsterdam/indexen/deeds/9d6d21e1-b40b-666d-e053-b784100a1840,"495,285",A23652000162,"2420,3006",A23652000162
https://archief.amsterdam/indexen/deeds/9d6d21e3-fad4-666d-e053-b784100a1840,"568,199",A23656000074,"2062,2972",A23656000074
https://archief.amsterdam/indexen/deeds/9d6d21e0-c0ff-666d-e053-b784100a1840,"2259,147",A23649000087,"4104,3129",A23649000087
https://archief.amsterdam/indexen/deeds/9d6d21e1-a4ea-666d-e053-b784100a1840,"231,110",A23649000055,"2136,3120",A23649000055
https://archief.amsterdam/indexen/deeds/9d6d21e0-cf57-666d-e053-b784100a1840,"2365,129",A23646000128,"4214,3072",A23646000128
https://archief.amsterdam/indexen/deeds/9d6d21e1-41ba-666d-e053-b784100a1840,"504,124",A23658000033,"2105,2921",A23658000033
https://archief.amsterdam/indexen/deeds/9d6d21e3-fad5-666d-e053-b784100a1840,"2393,196",A23660000010,"4181,2439",A23660000010
,"2859,206",A32698000174,"4882,3359",A32698000174
https://archief.amsterdam/indexen/deeds/9d6d21e0-cf58-666d-e053-b784100a1840,"2327,143",A23657000098,"4190,3046",A23657000098
https://archief.amsterdam/indexen/deeds/d0092ad0-5232-1a7b-e053-b784100aab8a,"924,350",NOTG00054000336,"3109,3265",NOTG00054000336
,"2878,165",KLAD01978000126,"2354,3754",KLAD01978000127
,"566,111",KLAD03196000026,"4400,2802",KLAD03196000026
,"4276,228",KLAB04820000140,"6977,5577",KLAB04820000141
,"514,105",A33864000049,"4949,2137",A33864000049
https://archief.amsterdam/indexen/deeds/9d6d21e3-6e6f-666d-e053-b784100a1840,"2037,87",A23651000011,"3775,2972",A23651000011
,"710,115",KLAD01885000143,"4840,3489",KLAD01885000143
https://archief.amsterdam/indexen/deeds/9d6d21df-eaa5-666d-e053-b784100a1840,"382,117",A20015000015,"2564,3536",A20015000015
,"1822,132",A16608000038,"3352,2590",A16608000039
,"303,93",KLAD01936000105,"2565,3733",KLAD01936000105
,"427,147",KLAB05520000078,"2516,3816",KLAB05520000078
https://archief.amsterdam/indexen/deeds/9d6d21df-eaa6-666d-e053-b784100a1840,"347,194",A23653000167,"2091,2535",A23653000167
,"529,160",A32698000187,"2551,3158",A32698000187
,"2662,155",KLAD01887000028,"4828,3699",KLAD01887000028
,"2824,151",KLAD01885000183,"4919,3250",KLAD01885000183
,"318,90",KLAD01927000021,"1560,1200",KLAD01927000022
https://archief.amsterdam/indexen/deeds/d0092ad0-527b-1a7b-e053-b784100aab8a,"165,189",A23644000054,"2350,3712",A23644000054
,"2243,156",NOTD00103000085,"3931,1433",NOTD00103000086
,"2669,120",KLAG05131000029,"4839,3595",KLAG05131000029
https://archief.amsterdam/indexen/deeds/9d6d21e3-fad6-666d-e053-b784100a1840,"189,156",A23650000042,"2082,3150",A23650000042
https://archief.amsterdam/indexen/deeds/9d6d21e1-b40f-666d-e053-b784100a1840,"2459,183",A23646000218,"4191,3079",A23646000218
https://archief.amsterdam/indexen/deeds/9d6d21e1-c385-666d-e053-b784100a1840,"269,137",A30708000015,"4867,1884",A30708000015
https://archief.amsterdam/indexen/deeds/9d6d21e3-1a0a-666d-e053-b784100a1840,"309,195",A23654000026,"1884,3074",A23654000026
https://archief.amsterdam/indexen/deeds/9d6d21e2-fc94-666d-e053-b784100a1840,"479,252",A23645000101,"2256,3351",A23645000101
,"260,46",KLAD02233000010,"1739,2413",KLAD02233000010
https://archief.amsterdam/indexen/deeds/e557c10f-2181-7dcb-e053-b784100a971b,"2995,243",KLAC01164000156,"2706,3350",KLAC01164000157
,"364,147",A16128000078,"5152,2143",A16128000078
https://archief.amsterdam/indexen/deeds/9d6d21e1-41be-666d-e053-b784100a1840,"266,157",A23653000071,"2075,2773",A23653000071
https://archief.amsterdam/indexen/deeds/d0092ad0-529c-1a7b-e053-b784100aab8a,"998,283",NOTG00054000228,"3013,3627",NOTG00054000228
,"2351,1372",NOTD00104000040,"3914,1504",NOTD00104000041
,"301,169",A32698000031,"2388,3718",A32698000031
https://archief.amsterdam/indexen/deeds/e557c10e-e25d-7dcb-e053-b784100a971b,"2971,162",KLAB04781000147,"2356,3715",KLAB04781000148
,"633,147",A30981000117,"2456,3742",A30981000117
https://archief.amsterdam/indexen/deeds/9d6d21e2-3676-666d-e053-b784100a1840,"818,92",A30768000160,"2539,3473",A30768000160
,"2890,165",KLAD01893000109,"4994,3691",KLAD01893000109
https://archief.amsterdam/indexen/deeds/9d6d21e2-98a4-666d-e053-b784100a1840,"2131,143",A23653000013,"4074,2586",A23653000013
https://archief.amsterdam/indexen/deeds/d0092ad0-52ac-1a7b-e053-b784100aab8a,"823,258",NOTG00054000212,"3053,2099",NOTG00054000212
https://archief.amsterdam/indexen/deeds/9d6d21e3-a792-666d-e053-b784100a1840,"2900,152",A30708000069,"4778,3799",A30708000069
,"2979,185",A26669000137,"2649,2134",A26669000138
https://archief.amsterdam/indexen/deeds/d0092ad0-52ad-1a7b-e053-b784100aab8a,"3216,268",NOTG00054000233,"5516,3828",NOTG00054000233
https://archief.amsterdam/indexen/deeds/e557c10f-4bea-7dcb-e053-b784100a971b,"254,167",KLAB04781000008,"2305,3742",KLAB04781000008
,"1955,184",A16415000007,"1625,969",A16415000008
,"2072,97",KLAD02194000032,"3534,2506",KLAD02194000032
https://archief.amsterdam/indexen/deeds/9d6d21e3-0b07-666d-e053-b784100a1840,"2490,93",A23647000138,"4338,3250",A23647000138
,"627,2107",KLAC01212000112,"4913,3437",KLAC01212000112
,"2971,1654",KLAC01212000115,"5048,1313",KLAC01212000116
https://archief.amsterdam/indexen/deeds/d0092ad0-52bf-1a7b-e053-b784100aab8a,"144,122",A23644000109,"2247,3736",A23644000109
,"652,137",A32698000243,"2523,3290",A32698000243
,"359,100",KLAD02331000033,"3527,1791",KLAD02331000033
https://archief.amsterdam/indexen/deeds/9d6d21e0-5d30-666d-e053-b784100a1840,"2403,198",A23646000087,"4206,3042",A23646000087
,"2960,167",A26673000129,"5007,3763",A26673000130
https://archief.amsterdam/indexen/deeds/9d6d21e1-41ff-666d-e053-b784100a1840,"379,125",A23656000063,"2060,2489",A23656000063
https://archief.amsterdam/indexen/deeds/9d6d21df-eaea-666d-e053-b784100a1840,"2415,178",A23658000217,"4035,2074",A23658000217
,"2867,174",KLAD01887000126,"2499,1934",KLAD01887000127
,"3025,208",KLAD01899000254,"5129,3887",KLAD01899000254
,"467,83",KLAD02331000048,"1748,2488",KLAD02331000048
,"2825,1694",A24966000008,"2416,2202",A24966000009
,"2949,138",A24966000096,"2798,3816",A24966000097
https://archief.amsterdam/indexen/deeds/a3cb51cc-c670-50ee-e053-b784100a6caf,"656,209",KLAB05562000198,"2581,3742",KLAB05562000198
,"2859,144",KLAD01893000089,"4901,2682",KLAD01893000089
,"448,137",KLAB03099000140,"2648,3765",KLAB03099000140
,"2089,162",KLAD02222000027,"3562,2351",KLAD02222000027
https://archief.amsterdam/indexen/deeds/d0092ad0-52e8-1a7b-e053-b784100aab8a,"236,189",A23644000165,"2441,3758",A23644000165
,"533,124",A26669000118,"2507,3095",A26669000118
,"2117,1878",KLAD01555000054,"1909,1561",KLAD01555000055
https://archief.amsterdam/indexen/deeds/9d6d21e2-8ab2-666d-e053-b784100a1840,"2108,92",A23651000151,"3793,2946",A23651000151
,"2992,2191",A26669000194,"2762,3512",A26669000195
,"471,142",A26669000067,"2514,3598",A26669000067
https://archief.amsterdam/indexen/deeds/a3cb51cc-c673-50ee-e053-b784100a6caf,"2907,178",KLAB05562000059,"4948,3034",KLAB05562000059
,"3080,201",A20429000113,"2817,2895",A20429000114
https://archief.amsterdam/indexen/deeds/9d6d21e0-cf86-666d-e053-b784100a1840,"2515,106",A23647000106,"4324,3293",A23647000106
,"463,157",KLAB03099000134,"2600,3727",KLAB03099000134
,"2924,167",A26673000113,"2514,3768",A26673000114
https://archief.amsterdam/indexen/deeds/9d6d21df-eaed-666d-e053-b784100a1840,"441,135",A23656000123,"2085,2887",A23656000123
,"381,117",A16608000020,"1514,2344",A16608000020
,"669,151",KLAD03363000067,"4878,3671",KLAD03363000067
https://archief.amsterdam/indexen/deeds/e557c10e-a23a-7dcb-e053-b784100a971b,"3195,220",KLAC01164000226,"5212,3681",KLAC01164000226
,"2021,150",A16581000120,"1770,714",A16581000121
https://archief.amsterdam/indexen/deeds/9d6d21e3-fada-666d-e053-b784100a1840,"2387,200",A23646000070,"4188,3011",A23646000070
,"436,1863",A26673000017,"4811,3755",A26673000017
,"351,1387",KLAD01877000062,"3686,2103",KLAD01877000062
,"2987,194",A33628000121,"5186,3859",A33628000121
,"826,233",KLAD01899000240,"5254,2541",KLAD01899000240
,"2805,163",KLAD01960000053,"4832,3393",KLAD01960000053
,"423,107",KLAD02241000075,"1866,2696",KLAD02241000075
https://archief.amsterdam/indexen/deeds/9d6d21e1-423c-666d-e053-b784100a1840,"484,226",A23652000131,"2392,2493",A23652000131
,"2872,185",KLAD01887000140,"2606,2261",KLAD01887000141
,"2393,132",NOTD00104000055,"2133,3143",NOTD00104000056
,"2426,309",NOTD00100000032,"2072,2834",NOTD00100000033
https://archief.amsterdam/indexen/deeds/9d6d21e0-cfbe-666d-e053-b784100a1840,"459,118",A23658000073,"2094,2953",A23658000073
https://archief.amsterdam/indexen/deeds/9d6d21df-dcf3-666d-e053-b784100a1840,"405,239",A23645000361,"2385,3323",A23645000361
https://archief.amsterdam/indexen/deeds/9d6d21df-eb2d-666d-e053-b784100a1840,"2057,213",A23656000002,"3823,2450",A23656000002
https://archief.amsterdam/indexen/deeds/9d6d21e2-274f-666d-e053-b784100a1840,"2343,180",A23655000138,"4295,2987",A23655000138
,"188,34",KLAD01948000059,"1800,2766",KLAD01948000059
,"453,118",A31025000101,"5107,3027",A31025000101
https://archief.amsterdam/indexen/deeds/9d6d21e3-7c90-666d-e053-b784100a1840,"206,114",A23647000023,"2099,3262",A23647000023
https://archief.amsterdam/indexen/deeds/9d6d21e3-6f7a-666d-e053-b784100a1840,"2158,115",A23651000138,"3825,2944",A23651000138
