id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
,"3067,168",KLAB03099000128,"5145,3745",KLAB03099000128
https://archief.amsterdam/indexen/deeds/9d6d21e3-c711-666d-e053-b784100a1840,"2225,158",A23657000009,"4135,2807",A23657000009
,"2745,119",A16128000016,"5023,3862",A16128000016
,"480,151",A23539000053,"4031,2943",A23539000053
https://archief.amsterdam/indexen/deeds/9d6d21e2-aacf-666d-e053-b784100a1840,"401,155",A20015000003,"2528,3511",A20015000003
,"2093,266",KLAD01549000051,"3557,2788",KLAD01549000051
https://archief.amsterdam/indexen/deeds/9d6d21e1-4d0a-666d-e053-b784100a1840,"218,65",A30772000067,"1763,2755",A30772000067
,"3014,215",KLAD01899000268,"5125,3707",KLAD01899000269
,"398,163",A32396000067,"2184,2765",A32396000067
https://archief.amsterdam/indexen/deeds/9d6d21df-fc50-666d-e053-b784100a1840,"127,176",A23650000086,"2134,3160",A23650000086
,"1949,202",KLAD01877000136,"3628,2660",KLAD01877000136
,"2011,177",KLAD02222000020,"3563,2743",KLAD02222000025
,"2021,124",KLAD01545000009,"1774,2730",KLAD01545000010
,"571,165",A30981000118,"2429,3764",A30981000118
,"708,180",A32698000246,"4906,2610",A32698000246
,"2815,121",KLAD01928000086,"4967,3734",KLAD01928000086
,"3064,242",A20429000094,"2968,2762",A20429000095
https://archief.amsterdam/indexen/deeds/9d6d21e0-6801-666d-e053-b784100a1840,"2067,45",A20362000069,"3454,2615",A20362000070
,"273,188",A16607000009,"1816,2704",A16607000009
,"424,117",KLAD02349000079,"3640,1345",KLAD02349000079
,"2857,152",A26720000062,"2461,2075",A26720000063
,"2115,125",KLAD01555000038,"3685,2850",KLAD01555000038
,"2706,158",KLAD03391000027,"4845,3269",KLAD03391000028
https://archief.amsterdam/indexen/deeds/9d6d21df-fc56-666d-e053-b784100a1840,"450,119",A23655000096,"2164,2776",A23655000096
,"647,1360",A26673000105,"2493,3765",A26673000105
,"290,76",A16608000063,"1784,2604",A16608000063
https://archief.amsterdam/indexen/deeds/9d6d21df-fc57-666d-e053-b784100a1840,"2354,238",A23652000015,"4303,3168",A23652000015
https://archief.amsterdam/indexen/deeds/d0092ad0-f071-1a7b-e053-b784100aab8a,"2965,297",NOTG00054000049,"5162,3683",NOTG00054000049
,"421,143",KLAB04762000053,"2343,2489",KLAB04762000053
https://archief.amsterdam/indexen/deeds/9d6d21e0-6eae-666d-e053-b784100a1840,"539,109",A23658000132,"2221,2100",A23658000132
https://archief.amsterdam/indexen/deeds/9d6d21e3-1c59-666d-e053-b784100a1840,"2371,109",A23650000142,"4257,3198",A23650000142
https://archief.amsterdam/indexen/deeds/a3cb51cc-a130-50ee-e053-b784100a6caf,"3071,179",KLAB05562000138,"4925,3731",KLAB05562000138
,"2136,151",KLAD02222000094,"3631,2776",KLAD02222000094
,"533,97",KLAD01928000087,"2576,3610",KLAD01928000087
https://archief.amsterdam/indexen/deeds/9d6d21df-d791-666d-e053-b784100a1840,"2053,74",A23651000155,"3846,2922",A23651000155
,"2403,143",A32396000010,"4380,3177",A32396000010
,"2272,177",NOTD00101000100,"1944,1462",NOTD00101000101
,"214,70",KLAD01984000036,"1779,2712",KLAD01984000036
,"2734,165",A31068000090,"4849,3672",A31068000090
https://archief.amsterdam/indexen/deeds/9d6d21e0-6eaf-666d-e053-b784100a1840,"444,252",A23652000045,"2289,3157",A23652000045
,"386,175",KLAD01983000053,"2413,3671",KLAD01983000053
,"931,259",KLAB04820000114,"3633,5553",KLAB04820000114
,"2866,162",A32698000136,"2361,3188",A32698000137
https://archief.amsterdam/indexen/deeds/a3cb51cc-57f3-50ee-e053-b784100a6caf,"450,2178",KLAB05562000077,"4855,2986",KLAB05562000077
,"2774,103",KLAD01936000084,"5115,3733",KLAD01936000084
https://archief.amsterdam/indexen/deeds/9d6d21df-fca1-666d-e053-b784100a1840,"288,139",A23648000067,"2182,3262",A23648000067
,"451,146",KLAD01978000087,"4912,1961",KLAD01978000087
https://archief.amsterdam/indexen/deeds/d0092ad0-f0d4-1a7b-e053-b784100aab8a,"3250,257",NOTG00054000263,"5467,3503",NOTG00054000263
https://archief.amsterdam/indexen/deeds/9d6d21e1-53eb-666d-e053-b784100a1840,"2429,166",A23646000150,"4225,3035",A23646000150
https://archief.amsterdam/indexen/deeds/e557c10e-c5a2-7dcb-e053-b784100a971b,"2995,1175",KLAB04781000157,"2324,3701",KLAB04781000158
https://archief.amsterdam/indexen/deeds/9d6d21e2-3271-666d-e053-b784100a1840,"2794,93",A30708000007,"4816,3819",A30708000007
https://archief.amsterdam/indexen/deeds/d0092ad0-f0de-1a7b-e053-b784100aab8a,"647,374",NOTG00054000048,"2841,2414",NOTG00054000048
,"2959,210",A33628000073,"5219,4026",A33628000073
,"580,198",A24963000063,"2472,3806",A24963000063
,"2775,131",KLAD01960000011,"2444,2104",KLAD01960000012
https://archief.amsterdam/indexen/deeds/9d6d21e2-ab59-666d-e053-b784100a1840,"2240,131",A23658000076,"4140,2723",A23658000076
,"546,133",NOTC01000000031,"2633,3928",NOTC01000000031
https://archief.amsterdam/indexen/deeds/9d6d21e2-8586-666d-e053-b784100a1840,"682,362",A23645000296,"2411,3314",A23645000296
,"2845,90",KLAB05564000192,"4824,3303",KLAB05564000192
https://archief.amsterdam/indexen/deeds/9d6d21e1-c62c-666d-e053-b784100a1840,"2406,154",A23646000045,"4006,3060",A23646000045
https://archief.amsterdam/indexen/deeds/9d6d21e1-9feb-666d-e053-b784100a1840,"2304,106",A23649000054,"4141,3098",A23649000054
https://archief.amsterdam/indexen/deeds/9d6d21df-d795-666d-e053-b784100a1840,"2225,139",A23649000085,"4149,3105",A23649000085
,"2776,148",A26673000007,"4801,3748",A26673000007
,"600,109",KLAD03375000055,"2416,2052",KLAD03375000056
,"1917,59",KLAD01532000037,"1769,2600",KLAD01532000038
https://archief.amsterdam/indexen/deeds/9d6d21e2-85ce-666d-e053-b784100a1840,"115,127",A23651000172,"1970,2905",A23651000172
https://archief.amsterdam/indexen/deeds/9d6d21e3-88ee-666d-e053-b784100a1840,"226,81",A20362000140,"1775,2643",A20362000140
,"333,123",KLAD01927000015,"1794,2753",KLAD01927000015
,"2302,139",NOTD00103000081,"2037,3000",NOTD00103000082
,"656,148",KLAD01887000155,"2592,2579",KLAD01887000156
https://archief.amsterdam/indexen/deeds/9d6d21e3-1c96-666d-e053-b784100a1840,"430,205",A23657000102,"2239,2892",A23657000102
,"2723,191",KLAD01893000018,"4841,3426",KLAD01893000018
,"285,116",A31203000037,"2397,3841",A31203000037
,"2680,161",A16128000024,"5089,2971",A16128000024
,"3100,145",KLAB03099000171,"5024,3795",KLAB03099000171
,"3182,146",KLAB05564000178,"4869,3643",KLAB05564000178
,"388,171",KLAD01930000015,"4836,1383",KLAD01930000015
https://archief.amsterdam/indexen/deeds/9d6d21e1-c631-666d-e053-b784100a1840,"2352,159",A23655000111,"4226,2528",A23655000111
https://archief.amsterdam/indexen/deeds/9d6d21e1-53f1-666d-e053-b784100a1840,"336,197",A23655000018,"2164,2906",A23655000018
,"2677,140",A33641000013,"4776,3629",A33641000013
,"2542,138",A32396000082,"4315,3307",A32396000082
,"2231,147",A25702000065,"3689,2808",A25702000065
,"2132,168",KLAD01545000015,"3681,2741",KLAD01545000015
,"2866,1780",KLAD03194000117,"2550,1999",KLAD03194000119
,"372,119",KLAD03363000015,"4783,2194",KLAD03363000016
,"201,141",KLAD01840000004,"3505,2580",KLAD01840000004
,"2657,60",KLAB05520000033,"2305,2309",KLAB05520000034
,"360,84",KLAD02233000062,"3572,2733",KLAD02233000066
,"2060,167",KLAD02241000023,"3578,2591",KLAD02241000023
https://archief.amsterdam/indexen/deeds/9d6d21e0-4a65-666d-e053-b784100a1840,"2494,204",A23645000046,"4232,3347",A23645000046
https://archief.amsterdam/indexen/deeds/9d6d21e1-d770-666d-e053-b784100a1840,"302,1898",KLAB05528000035,"2348,3816",KLAB05528000035
,"537,379",A30705000042,"2684,4207",A30705000042
,"83,52",KLAD02350000036,"2498,3298",KLAD02350000037
https://archief.amsterdam/indexen/deeds/9d6d21df-fce6-666d-e053-b784100a1840,"2456,120",A23648000012,"4238,3262",A23648000012
,"596,146",KLAD03197000044,"4891,3430",KLAD03197000044
https://archief.amsterdam/indexen/deeds/9d6d21e0-e249-666d-e053-b784100a1840,"2441,145",A23647000065,"4365,3216",A23647000065
,"449,138",A25702000070,"1816,2777",A25702000070
https://archief.amsterdam/indexen/deeds/9d6d21e3-907a-666d-e053-b784100a1840,"529,149",A20015000081,"2643,3605",A20015000081
,"561,428",A30705000029,"2773,4243",A30705000029
https://archief.amsterdam/indexen/deeds/9d6d21e1-53f2-666d-e053-b784100a1840,"2239,100",A23656000159,"3969,2987",A23656000159
https://archief.amsterdam/indexen/deeds/d0092ad0-f1f6-1a7b-e053-b784100aab8a,"439,313",NOTG00054000026,"2795,2717",NOTG00054000026
https://archief.amsterdam/indexen/deeds/9d6d21e2-ab9a-666d-e053-b784100a1840,"2193,122",A23653000068,"3929,2997",A23653000068
,"377,872",KLAG03197000019,"4731,2470",KLAG03197000019
,"2892,400",A30705000043,"5515,4258",A30705000043
https://archief.amsterdam/indexen/deeds/9d6d21e2-f862-666d-e053-b784100a1840,"2213,303",A23651000075,"3827,2914",A23651000075
,"348,100",KLAD02241000047,"1896,2487",KLAD02241000047
,"2525,125",KLAD03196000021,"2329,1695",KLAD03196000022
https://archief.amsterdam/indexen/deeds/d0092ad0-f20f-1a7b-e053-b784100aab8a,"271,113",A23644000154,"2522,2096",A23644000154
https://archief.amsterdam/indexen/deeds/9d6d21e1-c634-666d-e053-b784100a1840,"407,178",A23657000095,"2284,2934",A23657000095
https://archief.amsterdam/indexen/deeds/9d6d21df-d82e-666d-e053-b784100a1840,"238,139",A23649000047,"2105,3084",A23649000047
,"389,217",A26736000024,"4767,3806",A26736000024
https://archief.amsterdam/indexen/deeds/e557c10f-43f7-7dcb-e053-b784100a971b,"2914,213",KLAC01164000053,"5045,3055",KLAC01164000054
,"2734,76",A33621000030,"5067,3450",A33621000030
https://archief.amsterdam/indexen/deeds/9d6d21e3-907c-666d-e053-b784100a1840,"299,151",A23655000089,"2256,2754",A23655000089
https://archief.amsterdam/indexen/deeds/9d6d21e1-c635-666d-e053-b784100a1840,"266,153",A23657000044,"2175,3182",A23657000044
,"2695,113",A26669000062,"4756,3499",A26669000062
https://archief.amsterdam/indexen/deeds/9d6d21e3-907d-666d-e053-b784100a1840,"358,143",A23647000152,"2269,3255",A23647000152
https://archief.amsterdam/indexen/deeds/9d6d21e2-141f-666d-e053-b784100a1840,"2214,96",A23651000101,"3880,2954",A23651000101
,"398,198",A26736000020,"4799,3833",A26736000020
https://archief.amsterdam/indexen/deeds/9d6d21e3-1cd6-666d-e053-b784100a1840,"329,1361",A23661000014,"3916,1778",A23661000014
,"480,137",NOTD00099000028,"3907,3044",NOTD00099000028
,"413,128",KLAB05520000134,"2561,3798",KLAB05520000134
,"528,195",A16415000060,"3302,976",A16415000060
,"90,79",A31203000047,"2436,3209",A31203000049
,"2856,225",A32698000098,"4832,3778",A32698000098
https://archief.amsterdam/indexen/deeds/9d6d21e2-38b3-666d-e053-b784100a1840,"295,180",A23660000050,"2125,2929",A23660000050
https://archief.amsterdam/indexen/deeds/9d6d21e2-cd02-666d-e053-b784100a1840,"2163,149",A30746000080,"3898,2853",A30746000080
,"413,126",A25702000068,"3673,975",A25702000068
,"2866,69",KLAB05564000072,"2444,2797",KLAB05564000073
,"796,250",KLAB04820000118,"7005,5557",KLAB04820000118
,"2513,179",NOTD00099000036,"2055,1704",NOTD00099000037
https://archief.amsterdam/indexen/deeds/9d6d21e1-5434-666d-e053-b784100a1840,"366,193",A23646000156,"2182,3054",A23646000156
https://archief.amsterdam/indexen/deeds/9d6d21e2-1424-666d-e053-b784100a1840,"383,184",A23645000157,"2271,3297",A23645000157
https://archief.amsterdam/indexen/deeds/d0092ad0-eb8d-1a7b-e053-b784100aab8a,"188,170",A23644000236,"2444,3776",A23644000236
https://archief.amsterdam/indexen/deeds/9d6d21e2-38b4-666d-e053-b784100a1840,"2811,134",A20015000092,"5102,3689",A20015000092
,"2658,142",KLAD01887000014,"2385,3433",KLAD01887000015
https://archief.amsterdam/indexen/deeds/e557c10e-eedf-7dcb-e053-b784100a971b,"583,124",KLAB04781000127,"2472,3757",KLAB04781000127
,"330,1661",KLAD01958000058,"3471,2095",KLAD01958000058
https://archief.amsterdam/indexen/deeds/9d6d21e1-2f54-666d-e053-b784100a1840,"196,198",A23649000100,"2147,3113",A23649000100
https://archief.amsterdam/indexen/deeds/9d6d21e0-dbd2-666d-e053-b784100a1840,"441,102",A30768000158,"5264,2165",A30768000158
,"2388,1392",A32406000033,"2157,2900",A32406000034
,"2339,146",A23539000057,"4141,3183",A23539000057
https://archief.amsterdam/indexen/deeds/9d6d21e0-6f6b-666d-e053-b784100a1840,"420,159",A23647000192,"2267,3259",A23647000192
,"510,131",KLAD03198000104,"4892,3717",KLAD03198000104
,"311,118",KLAD01960000011,"2396,3849",KLAD01960000011
,"534,194",A32698000135,"2446,3655",A32698000135
,"2082,314",KLAD01549000070,"1886,1170",KLAD01549000071
,"200,978",KLAD01971000045,"1759,2812",KLAD01971000045
https://archief.amsterdam/indexen/deeds/9d6d21e3-90c5-666d-e053-b784100a1840,"327,223",A23648000151,"2243,3252",A23648000151
,"2782,1815",A32698000097,"2528,3718",A32698000098
,"1719,107",A16608000015,"1542,1464",A16608000016
https://archief.amsterdam/indexen/deeds/9d6d21e1-5435-666d-e053-b784100a1840,"432,160",A23655000116,"2268,3161",A23655000116
,"2830,171",A26736000114,"2332,3804",A26736000115
,"2790,1817",A26669000061,"2534,3535",A26669000062
https://archief.amsterdam/indexen/deeds/9d6d21e3-c71d-666d-e053-b784100a1840,"164,113",A23650000152,"2162,3202",A23650000152
https://archief.amsterdam/indexen/deeds/9d6d21e1-c67d-666d-e053-b784100a1840,"456,146",A23647000193,"2290,3278",A23647000193
,"549,174",A26673000069,"2421,3763",A26673000069
https://archief.amsterdam/indexen/deeds/9d6d21e0-6998-666d-e053-b784100a1840,"2585,144",A23654000135,"4051,3122",A23654000135
,"2812,117",A33864000036,"4857,3716",A33864000036
,"618,194",KLAB04820000025,"3409,5519",KLAB04820000025
https://archief.amsterdam/indexen/deeds/d0092ad0-ec1b-1a7b-e053-b784100aab8a,"194,152",A23644000248,"2345,3409",A23644000248
https://archief.amsterdam/indexen/deeds/9d6d21e3-1728-666d-e053-b784100a1840,"779,124",A23654000177,"1978,3144",A23654000177
,"697,179",KLAC01212000217,"2905,1257",KLAC01212000217
,"817,2223",KLAD01887000251,"4934,2675",KLAD01887000251
https://archief.amsterdam/indexen/deeds/d0092ad0-ec20-1a7b-e053-b784100aab8a,"3288,318",NOTG00054000275,"5419,3498",NOTG00054000275
,"269,139",A20373000049,"3409,2578",A20373000049
https://archief.amsterdam/indexen/deeds/9d6d21e0-e28f-666d-e053-b784100a1840,"2073,124",A23656000016,"3755,2850",A23656000016
,"2022,184",KLAD01877000041,"3614,2762",KLAD01877000041
https://archief.amsterdam/indexen/deeds/9d6d21e1-c67e-666d-e053-b784100a1840,"2474,204",A23646000140,"4221,3091",A23646000140
https://archief.amsterdam/indexen/deeds/9d6d21df-fd1c-666d-e053-b784100a1840,"211,100",A23653000009,"2148,2956",A23653000009
,"2941,175",A33628000097,"2494,2606",A33628000098
https://archief.amsterdam/indexen/deeds/a3cb51cc-256d-50ee-e053-b784100a6caf,"422,165",KLAB05562000054,"2400,3628",KLAB05562000054
,"2889,2084",A26736000129,"4671,3883",A26736000130
https://archief.amsterdam/indexen/deeds/9d6d21e0-e290-666d-e053-b784100a1840,"206,181",A23657000008,"2098,2758",A23657000008
,"2981,238",NOTC01001000020,"2577,1865",NOTC01001000021
,"2252,137",NOTD00101000101,"1988,1871",NOTD00101000102
,"474,113",A32396000096,"2349,2643",A32396000096
https://archief.amsterdam/indexen/deeds/9d6d21e1-4f09-666d-e053-b784100a1840,"672,124",A23654000149,"1990,3110",A23654000149
,"721,120",A32698000254,"2479,3132",A32698000254
,"2802,1989",KLAD01885000063,"4961,2068",KLAD01885000064
https://archief.amsterdam/indexen/deeds/d0092ad0-ec6a-1a7b-e053-b784100aab8a,"764,299",NOTG00054000151,"3027,2152",NOTG00054000151
,"2781,287",A20014000045,"5028,3814",A20014000045
,"1939,115",KLAD01984000026,"3555,2756",KLAD01984000026
,"3013,124",KLAB03099000200,"5106,3763",KLAB03099000200
,"252,77",KLAD02306000019,"3486,2203",KLAD02306000019
https://archief.amsterdam/indexen/deeds/9d6d21e2-38ee-666d-e053-b784100a1840,"2349,260",A23657000037,"4248,2796",A23657000037
https://archief.amsterdam/indexen/deeds/d0092ad0-ec9d-1a7b-e053-b784100aab8a,"194,158",A23644000146,"2429,2324",A23644000146
,"405,204",KLAD01900000047,"2572,3947",KLAD01900000047
,"519,170",KLAD01893000007,"4884,3673",KLAD01893000007
,"2858,201",A33641000070,"2538,1525",A33641000071
,"517,114",KLAG05143000014,"5030,2223",KLAG05143000014
,"2232,119",NOTD00103000061,"3978,1691",NOTD00103000062
https://archief.amsterdam/indexen/deeds/9d6d21e3-90fa-666d-e053-b784100a1840,"315,174",A23648000086,"2221,3266",A23648000086
,"2963,1711",A24963000039,"2307,2086",A24963000040
https://archief.amsterdam/indexen/deeds/9d6d21e3-90fb-666d-e053-b784100a1840,"2343,153",A23660000003,"4285,2924",A23660000003
,"518,124",KLAD02179000087,"3700,2761",KLAD02179000087
,"2841,156",A33864000124,"4891,3765",A33864000124
https://archief.amsterdam/indexen/deeds/9d6d21e3-90fc-666d-e053-b784100a1840,"2242,260",A23656000162,"3907,2814",A23656000162
,"3006,157",KLAB03099000067,"5041,3772",KLAB03099000067
,"2800,156",KLAD01893000075,"2521,2047",KLAD01893000076
https://archief.amsterdam/indexen/deeds/e557c10e-d9d4-7dcb-e053-b784100a971b,"363,113",KLAB04781000231,"2390,3160",KLAB04781000232
,"425,190",A26736000105,"4678,3907",A26736000105
https://archief.amsterdam/indexen/deeds/d0092ad0-eced-1a7b-e053-b784100aab8a,"887,263",NOTG00054000217,"2934,3438",NOTG00054000217
https://archief.amsterdam/indexen/deeds/9d6d21e2-38f1-666d-e053-b784100a1840,"260,179",A23647000066,"2257,3267",A23647000066
,"487,175",KLAC01212000058,"4975,1590",KLAC01212000058
https://archief.amsterdam/indexen/deeds/9d6d21df-fd54-666d-e053-b784100a1840,"541,165",A23658000211,"2357,2573",A23658000211
,"153,90",A31203000156,"2397,2183",A31203000156
,"2592,116",KLAD03196000022,"2322,3443",KLAD03196000023
https://archief.amsterdam/indexen/deeds/9d6d21e2-38f2-666d-e053-b784100a1840,"555,162",A23658000224,"2256,2968",A23658000224
https://archief.amsterdam/indexen/deeds/9d6d21e1-c6ba-666d-e053-b784100a1840,"2548,282",A23652000111,"4362,2658",A23652000111
,"1937,140",A16039000055,"3222,2415",A16039000055
https://archief.amsterdam/indexen/deeds/9d6d21e3-c724-666d-e053-b784100a1840,"2055,124",A23656000015,"3881,2180",A23656000015
,"532,1760",KLAD02331000087,"3620,941",KLAD02331000087
,"249,38",KLAD01539000055,"1904,2783",KLAD01539000055
https://archief.amsterdam/indexen/deeds/bebf5fd4-7c65-1e00-e053-b784100af734,"641,1934",KLAG03343000046,"2566,3546",KLAG03343000046
https://archief.amsterdam/indexen/deeds/9d6d21e1-546a-666d-e053-b784100a1840,"300,215",A23646000087,"2150,3089",A23646000087
,"517,141",KLAB05564000171,"4854,3566",KLAB05564000171
,"554,129",KLAD01887000098,"4955,2639",KLAD01887000098
https://archief.amsterdam/indexen/deeds/9d6d21e3-b4c4-666d-e053-b784100a1840,"2375,329",A23649000051,"4098,3066",A23649000051
,"3008,172",KLAB03099000160,"5187,3748",KLAB03099000160
,"2022,125",KLAD02306000030,"3591,2704",KLAD02306000030
https://archief.amsterdam/indexen/deeds/9d6d21e1-6da0-666d-e053-b784100a1840,"315,92",KLAB05528000033,"2350,3760",KLAB05528000033
https://archief.amsterdam/indexen/deeds/d0092ad0-ed89-1a7b-e053-b784100aab8a,"248,2042",A23644000065,"2397,3368",A23644000065
,"412,207",KLAD01899000023,"2685,3715",KLAD01899000023
,"2848,227",A33642000044,"2375,1945",A33642000045
,"569,242",KLAD01887000261,"2555,3039",KLAD01887000261
,"457,162",A25702000090,"1799,2801",A25702000090
https://archief.amsterdam/indexen/deeds/d0092ad0-ed97-1a7b-e053-b784100aab8a,"375,2232",NOTG00054000027,"2801,4115",NOTG00054000027
,"2867,166",KLAB05520000152,"4925,3189",KLAB05520000152
https://archief.amsterdam/indexen/deeds/9d6d21e3-9149-666d-e053-b784100a1840,"2321,139",A23653000196,"4014,2540",A23653000196
,"2853,186",KLAD01557000029,"2413,3622",KLAD01557000030
https://archief.amsterdam/indexen/deeds/9d6d21e3-6b88-666d-e053-b784100a1840,"2588,185",A23645000182,"4313,3308",A23645000182
,"2809,140",A16128000058,"5046,3873",A16128000058
https://archief.amsterdam/indexen/deeds/9d6d21e3-c729-666d-e053-b784100a1840,"342,150",A23655000075,"2210,2852",A23655000075
,"358,192",A33864000112,"2408,3746",A33864000112
https://archief.amsterdam/indexen/deeds/9d6d21e3-186c-666d-e053-b784100a1840,"2590,120",A23654000103,"4260,3210",A23654000103
,"2843,1550",KLAD01936000059,"2500,3742",KLAD01936000060
,"2745,138",KLAD03375000065,"2408,2226",KLAD03375000066
,"2814,85",KLAD03375000052,"2433,1819",KLAD03375000053
https://archief.amsterdam/indexen/deeds/9d6d21e3-c72a-666d-e053-b784100a1840,"2417,287",A23652000067,"4363,2805",A23652000067
,"414,110",KLAD01840000091,"3524,2675",KLAD01840000091
https://archief.amsterdam/indexen/deeds/9d6d21e1-c6ff-666d-e053-b784100a1840,"283,158",A23658000034,"2112,2722",A23658000034
https://archief.amsterdam/indexen/deeds/d0092ad0-edeb-1a7b-e053-b784100aab8a,"781,338",NOTG00054000263,"2963,3392",NOTG00054000263
https://archief.amsterdam/indexen/deeds/9d6d21e3-6b8a-666d-e053-b784100a1840,"2649,175",A23645000205,"4408,3334",A23645000205
,"733,330",A30705000106,"3032,4169",A30705000106
https://archief.amsterdam/indexen/deeds/9d6d21e2-8772-666d-e053-b784100a1840,"412,154",A23645000236,"2317,3314",A23645000236
https://archief.amsterdam/indexen/deeds/9d6d21e1-54ab-666d-e053-b784100a1840,"2388,120",A23646000105,"4228,3047",A23646000105
https://archief.amsterdam/indexen/deeds/9d6d21e1-54ac-666d-e053-b784100a1840,"2869,161",A20015000078,"5006,3680",A20015000078
https://archief.amsterdam/indexen/deeds/d0092ad0-edfb-1a7b-e053-b784100aab8a,"883,262",NOTG00054000196,"2993,2102",NOTG00054000196
https://archief.amsterdam/indexen/deeds/d0092ad0-ee23-1a7b-e053-b784100aab8a,"211,153",A23644000111,"2302,3679",A23644000111
,"2894,199",A20014000099,"5017,3712",A20014000099
,"529,173",A32419000117,"4774,1666",A32419000117
,"2522,1367",A32396000025,"2167,1301",A32396000026
https://archief.amsterdam/indexen/deeds/e557c10e-d7a9-7dcb-e053-b784100a971b,"522,166",KLAC01164000047,"2554,3482",KLAC01164000047
https://archief.amsterdam/indexen/deeds/9d6d21e1-8276-666d-e053-b784100a1840,"213,1545",A30746000025,"3860,2594",A30746000025
,"2808,111",A33641000019,"2375,1920",A33641000020
,"722,138",KLAD01885000133,"4972,3754",KLAD01885000133
,"2719,75",KLAG05131000005,"4757,3598",KLAG05131000005
,"435,197",KLAC01212000084,"2583,3809",KLAC01212000084
,"167,143",A16608000046,"1594,2484",A16608000046
https://archief.amsterdam/indexen/deeds/d0092ad0-ee43-1a7b-e053-b784100aab8a,"2957,323",NOTG00054000029,"5363,2468",NOTG00054000029
,"2778,149",KLAD01557000043,"4933,3634",KLAD01557000043
,"2972,1534",KLAD03352000072,"4953,3806",KLAD03352000072
,"2677,78",KLAB05520000034,"2347,1547",KLAB05520000035
https://archief.amsterdam/indexen/deeds/9d6d21e1-54ad-666d-e053-b784100a1840,"528,123",A23658000241,"2232,2829",A23658000241
https://archief.amsterdam/indexen/deeds/9d6d21e0-e311-666d-e053-b784100a1840,"3000,164",A20015000100,"5054,3503",A20015000100
https://archief.amsterdam/indexen/deeds/9d6d21e3-8bbb-666d-e053-b784100a1840,"3104,217",A30768000094,"2479,2695",A30768000095
,"2799,118",A30998000056,"4801,3740",A30998000056
,"2845,148",A26736000098,"4694,3808",A26736000098
,"254,128",KLAD02241000023,"1818,2763",KLAD02241000023
https://archief.amsterdam/indexen/deeds/9d6d21e3-914e-666d-e053-b784100a1840,"101,119",A23650000100,"2169,3168",A23650000100
https://archief.amsterdam/indexen/deeds/d0092ad0-ee78-1a7b-e053-b784100aab8a,"3003,325",NOTG00054000098,"5068,2105",NOTG00054000098
,"1993,128",KLAD02306000021,"3550,2649",KLAD02306000022
,"1881,88",KLAD01532000014,"3593,1935",KLAD01532000015
,"1905,183",A16415000016,"1629,1043",A16415000017
https://archief.amsterdam/indexen/deeds/e557c10f-412d-7dcb-e053-b784100a971b,"512,1064",KLAB05555000059,"2174,3101",KLAB05555000060
https://archief.amsterdam/indexen/deeds/9d6d21e2-6a43-666d-e053-b784100a1840,"542,256",KLAB04784000021,"2384,3869",KLAB04784000021
,"2713,200",KLAD03197000058,"4982,3768",KLAD03197000059
,"856,1874",KLAD01887000290,"2772,3747",KLAD01887000290
,"455,229",A33628000058,"2651,3947",A33628000058
https://archief.amsterdam/indexen/deeds/9d6d21e1-c704-666d-e053-b784100a1840,"2322,171",A23656000209,"3983,2804",A23656000209
https://archief.amsterdam/indexen/deeds/d0092ad0-eec5-1a7b-e053-b784100aab8a,"745,353",NOTG00054000299,"2875,3571",NOTG00054000299
https://archief.amsterdam/indexen/deeds/9d6d21e2-f9b4-666d-e053-b784100a1840,"174,144",A23651000121,"2010,2910",A23651000121
https://archief.amsterdam/indexen/deeds/9d6d21df-fddb-666d-e053-b784100a1840,"341,215",A23646000032,"2072,3060",A23646000032
,"3061,201",KLAC01212000148,"5136,3719",KLAC01212000148
https://archief.amsterdam/indexen/deeds/9d6d21e2-396f-666d-e053-b784100a1840,"274,134",A23647000132,"2254,3280",A23647000132
https://archief.amsterdam/indexen/deeds/9d6d21e2-35be-666d-e053-b784100a1840,"618,133",A23654000145,"2008,3120",A23654000145
,"330,185",KLAD01877000125,"1886,2728",KLAD01877000125
,"2814,191",KLAD01557000041,"4879,3632",KLAD01557000041
,"524,231",A33853000076,"2467,3757",A33853000076
,"2807,1612",KLAD01978000017,"2415,3820",KLAD01978000018
https://archief.amsterdam/indexen/deeds/9d6d21e1-54f2-666d-e053-b784100a1840,"246,158",A23653000104,"2024,2845",A23653000104
https://archief.amsterdam/indexen/deeds/e557c10f-6d91-7dcb-e053-b784100a971b,"443,175",KLAB05555000044,"2438,3640",KLAB05555000044
,"2134,127",KLAD01877000013,"1799,1161",KLAD01877000014
https://archief.amsterdam/indexen/deeds/9d6d21e1-c751-666d-e053-b784100a1840,"2348,191",A23656000121,"3938,2442",A23656000121
,"1989,77",KLAD01984000086,"1809,2723",KLAD01984000087
,"237,168",KLAD01555000056,"1817,2792",KLAD01555000056
https://archief.amsterdam/indexen/deeds/9d6d21e0-6b97-666d-e053-b784100a1840,"386,182",A23654000024,"1919,3090",A23654000024
https://archief.amsterdam/indexen/deeds/9d6d21e1-c752-666d-e053-b784100a1840,"2331,116",A23650000061,"4248,3142",A23650000061
https://archief.amsterdam/indexen/deeds/9d6d21e1-54f3-666d-e053-b784100a1840,"345,168",A23647000174,"2289,3251",A23647000174
,"389,137",NOTD00102000021,"1932,3043",NOTD00102000021
,"2045,149",KLAD02222000071,"3581,2774",KLAD02222000071
